LAB_LOINC,RAW_LAB_NAME,n
24441-8,PHENYLPROPIONYLGLYCINE,8
82164-5,CORONAVIRUS OC43 PCR,13562
13989-9,"Gamma Globulin, U",100
82186-8,S.AGALACTIAE DNA CSF,372
55099-6,Parainfluenza 3,7
76080-1,"INFLUENZA B RNA, PCR",16
16082-0,CLASS,8
82187-6,S.PNEUMONIAE DNA CSF,372
5877-6,Respiratory Syncytial Virus,6
9592-7,LYME 39 KD IGG,79
,ASPERGILLUS TERREUS IGG,1
4575-7,Hgb E Quant,6
19295-5,"Opiate Screen, Urine",34
82165-2,Human Metapneumovirus,1
47084-9,GPIA/IIA (CELL 1),2
6733-0,Pigeon Serum Abs,2
15209-0,S. VIRIDIS,6
25097-7,DODECANEDIOIC ACID,8
3530-3,Marijuana Metabolite,49
29858-8,ALPHA HYDROXYBUTYRATE/CREATININE,8
1968-7,CONJUGATED BILIRUBIN,11159
13989-9,"Gamma Globulin, Urine",232
90836-8,"Anti-Neuronal Nuclear Ab, Type 3",12
13988-1,"Beta Globulin, U",100
29909-9,Parainfluenza 2,1764
3926-3,PENTOBARBITAL,59
21557-4,MARIJUANA METABOLITES$(100 ng/mL SCREEN),10
15537-4,CLASS,5
32640-5,BLOOM SYNDROME,1
29908-1,PARAINFLUENZA 1 RNA,2
29524-6,ACETOACETATE/CREATININE,8
82200-7,VIBRIO CHOLERAE+PARAHAEMOLYTICUS+VULNIFICUS DNA DNA,5
79386-9,SHIGA TOXIN 1,9
25093-6,DECADIENEOIC ACID,8
29521-2,5-HYDROXYHEXANOATE/CREATININE,8
29506-3,2-OxoADIPATE/CREATININE,8
29500-6,2-HYDROXYADIPATE/CREATININE,8
29518-8,3-METHYLGLUTARATE/CREATININE,8
75983-7,FETAL CHROMOSOME 21 TRISOMY (DOWN SYNDROME),347
82175-1,RHINO/ENTEROVIRUS PCR,13559
42483-8,"M-Spike, %",94
9593-5,LYME 41 KD IGG,79
18485-3,MI-2 Autoab,14
55100-2,Respiratory Syncytial Virus,7
11054-4,LDL/HDL RATIO,30894
21395-9,"MONOCYTE/MACROPHAGE, %",34
82189-2,CYTOMEGALOVIRUS DNA CSF,429
9558-8,ABSOLUTE CD 20,92
58430-0,"Oxycodone/Oxymorphone, Urine",232
82175-1,Human Rhinovirus/Enterovirus,1
48506-0,GPIB/IX,1
26583-5,"3-HYDROXY,3-METHYLGLUTARATE/CREATININE",8
25084-5,2-OXOISOCAPROATE/CREATININE,8
42482-0,"M-Spike, %",10
,"CRMP-5-IgG, CSF",12
3414-0,Buprenorphine,1
19695-6,SECOBARBITAL,59
19550-3,Methadone,38
29909-9,PARAINFLUENZA 2 RNA,2
3393-6,COCAINE METABOLITES,1
81743-7,ANTI-TH/TO AB (RDL),2
17088-6,LORAZEPAM,6
79387-7,SHIGA TOXIN 2,9
3831-5,MORPHINE,1079
47812-3,2-METHYLGLUTACONATE/CREATININE,8
25087-8,3-METHYLGLUTACONATE/CREATININE,8
25103-3,GLUTACONATE/CREATININE,8
48084-8,3-HYDROXYDODECANEDIOATE/CREATININE,8
75078-6,3-HYDROXYDODECANOATE/CREATININE,8
47537-6,3-HYDROXYSEBACATE/CREATININE,8
25104-1,GLUTARIC ACID,8
29859-6,ADIPATE/CREATININE,8
64084-7,TB2-NIL,1539
55098-8,Parainfluenza 2,7
53029-5,Atypical pANCA,4
13327-2,Parainfluenza,6
32998-7,t-Transglutaminase (tTG) IgG,111
13194-6,Aspergillus glaucus,1
82164-5,Coronavirus OC43,1
21561-6,Thermoact. Saccharii,2
6821-3,T. VULGARIS,4
40491-3,"NEUTROPHILS, %",34
25135-5,SUBERATE/CREATININE,8
4563-3,HGB C,66
85498-4,IMP GENE,24
9591-9,LYME 30 KD IGG,79
13982-4,% BETA,1558
93778-9,HPV LOW RISK,1
56959-0,"Anti-Neuronal Nuclear Ab, Type 2",12
5869-3,Parainfluenza 1,10
11230-0,AMOBARBITAL,64
12238-2,"Polys, Fluid",7
32639-7,FANCONI ANEMIA,1
41458-1,"SARS-COV-2 (COVID-19) RNA, PAN-SARS:",83
82199-1,SALMONELLA ENTERICA+BONGORI DNA,197
28643-5,Measured O2 SAT,98885
25134-8,SEBACATE/CREATININE,8
25120-7,OCTANOATE/CREATININE,8
24437-6,BUTYRYLGLYCINE/CREATININE,8
25099-3,ETHYLMALONATE/CREATININE,8
25117-3,METHYLSUCCINATE/CREATININE,8
14948-4,Vanillylmandelate/Creatinine,8
5794-3,Occult Blood,19051
75558-7,FETAL TRISOMY 18 RISK (EDWARDS SYNDROME),347
57391-5,"EOSINOPHILS, %",22
82194-2,ENTEROVIRUS DNA CSF,372
3284-7,Platelet Neutralization,36
9594-3,LYME 45 KD IGG,79
35026-4,csf MONOCYTES,871
3936-2,"Phencyclidine Screen, Urine",33
82166-0,INFLUENZA A VIRUS RNA,1
87757-1,GPIV,1
12209-3,"Eos, Fluid",7
29520-4,5-HYDROXYINDOLEACETATE/CREATININE,8
29503-0,2-HYDROXYISOCAPROATE/CREATININE,8
90845-9,Purkinje Cell Cytoplasmc Ab Type Tr,12
42484-6,"M-Spike, %",6
3950-3,PHENOBARBITAL,59
32653-8,Familial Dysautonomia,1
29910-7,PARAINFLUENZA 3 RNA,2
30313-1,HEMOGLOBIN,69976
82202-3,YERSINIA ENTEROCOLITICA DNA,197
16230-5,FLURAZEPAM METABOLITE,6
1959-6,HCO3,101638
15748-7,CLASS,1
2865-4,ALPHA 1,2227
3507-1,CODEINE,117
17869-9,OROTIC ACID,8
48157-2,THYMINE/CREATININE,8
29502-2,2-HYDROXYGLUTARATE/CREATININE,8
29510-5,3-HYDROXYGLUTARATE/CREATININE,8
76023-1,N-ACETYL-L-ASPARTATE/CREATININE,8
47650-7,Homogentisic Acid,8
73824-5,FETAL TRISOMY 13 RISK,347
57836-9,"BASOPHILS, %",21
19141-1,"Propoxyphene, Urine",18
9595-0,LYME 58 KD IGG,79
82167-8,INFLUENZA A H1 RNA,1
,HLA CLASS I,1
90841-8,Purkinje Cell Cytoplasmic Ab Type 1,12
42482-0,"M-Spike, mg/24 hr",6
38917-1,Metapneumovirus,10
29511-3,3-HYDROXYISOBUTYRATE/CREATININE,8
32623-1,MPV,2299648
80349-4,ESCHERICHIA COLI ENTEROAGGREGATIVE PAA PLASMID AGGR+AATA GENES,5
3313-4,ALPRAZOLAM,6
25105-8,GLYCERATE/CREATININE,8
47542-6,GAMMA HYDROXYBUTYRATE/CREATININE,8
48145-7,MEVALONOLACTONE/CREATININE,8
59377-2,2-METHYLACETOACETATE/CREATININE,8
22322-2,HEP B S AB,9351
704-7,BASOS ABS,676553
50551-1,BILIRUBIN URINE,139883
57747-8,"BLOOD URINE, POC",26071
13952-7,HEP B C TOTAL AB,947
16128-1,HEP C AB,29729
20409-9,BLOOD UA,59190
783-1,PROMYELOCYTES PCT,52070
706-2,BASOS,514643
7905-3,HEP B S AG,27767
5770-3,BILIRUBIN URINE,25820
5196-1,HEP B S AG,15716
749-2,MYELOCYTES PCT,73940
70199-5,BILIRUBIN URINE,66639
740-1,META,74554
20454-5,PROTEIN - URINE,25075
711-2,EOS ABS,678442
50551-1,BILIRUBIN -UR,26075
16935-9,HEPATITIS B SURFACE AB QUANT,4685
31204-1,HEP B C IGM,10152
713-8,EOS,673449
713-8,EOSINO PCT AUTO,69198
25514-1,RUBELLA IGG SCR,2458
6864-3,FREE HEMOGLOBIN PLAS,508
13955-0,HEP C AB,12025
5770-3,UROBILINOGEN URINE,138668
712-0,EOS ABS,68825
707-0,BASOS PCT MAN,67102
6864-3,HEMOGLOBIN (HGB) SOLUBILITY,650
48159-8,HEP C AB,12167
6864-3,HEMOGLOBIN SOLUBILITY,161
737-7,LYMPHS,454556
29541-0,HIV-1 RNA PCR (LOG),971
2162-6,CREATININE 24H UR,5033
51914-0,HEPATITIS B CORE AB TOTAL,3515
1968-7,BILIRUBIN DIRECT,236698
5195-3,HEP B S AG,490
24113-3,HEP B C IGM,3024
33910-1,RHEUMATOID FACT SCREEN REF TITER,1222
2888-6,PROTEIN URINE,11037
705-4,BASOS ABS,37732
1971-1,BILIRUBIN INDIRECT,47837
20447-9,HIV-1 RNA PCR (CPY/ML),969
22244-8,CMV IGG,2792
20507-0,RPR (MONITOR) W/REFL TITER,4849
48159-8,SIGNAL/CUTOFF,11978
707-0,BASOS ABS,1686
13952-7,HEPATITIS B CORE AB TOTAL,3643
11011-4,HCV QUANT REFLEX GENOTYPE,1245
53326-5,SPEC GRAV UA,94332
45210-2,HSV 2 IGM SCREEN,213
742-7,MONOS ABS,722828
49539-0,CMV IGM,129
13457-7,LDL CALC,131436
5390-0,TOXOPLASMA IGM,326
43180-9,"HSV2 IGG INHIBITION, ELISA",81
732-8,LYMPHS ABS MAN,50588
10331-7,RH TYPE,107520
10331-7,RH FACTOR,3379
744-3,MONO PCT MAN,71754
706-2,BASOPHILS,237491
23761-0,NEUTROS PCT MAN,71766
743-5,MONOS ABS,13170
753-4,NEUTROPHIL ABS MAN,50573
731-0,LYMPHS ABS,742381
737-7,LYMPHO PCT MAN,71939
23761-0,NEUTROS PCT,222870
707-0,BASOS,28842
48067-3,D DIMER,14945
743-5,MONOS ABS MAN,48403
30180-4,BASOS,7536
751-8,NEUTROS ABS,693159
49347-8,CMV QUANT DNA PCR (URINE),16
744-3,MONOCYTES,48491
712-0,EOS ABS MAN,35243
58450-8,ICTOTEST,30
5905-5,MONOCYTES,762444
10466-1,ANION GAP,945407
753-4,NEUTROS ABS,58017
2345-7,GLUCOSE,1853864
3016-3,"TSH, 3RD GENERATION",138195
33006-8,CMV DNA-PCR,827
29539-4,HIV 1 RNA VIRAL LOAD,914
40466-5,HSV 1 IGM SCREEN,209
737-7,LYMPHS PCT,169583
736-9,LYMPHS,125318
26449-9,EOS,7734
43180-9,HSV-2 IGG SUPPLEMENTAL,81
714-6,EOS,35299
70154-0,HEP B SURFACE AG CONFIRMATION,14
32286-7,HCV GENOTYPE,202
6864-3,HEMOGLOBIN S (QUANT),29
4548-4,HEMOGLOBIN A1C POC,19873
732-8,ABSOLUTE LYMPHOCYTES,1691
1975-2,BILIRUBIN FLUID,188
7905-3,HBSAG CONFIRMATION,175
22580-5,TOXOPLASMA IGG ANTIBODY,88
1975-2,BILIRUBIN TOTAL,1076507
2160-0,CREATININE,1802985
3053-6,T3 TOTAL,15702
26478-8,LYMPHS PCT,2606
2345-7,GLUCOSE RANDOM,48514
10900-9,HEP B S AB,223
33959-8,PROCALCITONIN,36133
30341-2,SED RATE,28918
6768-6,ALK PHOS,571694
2965-2,"SPECIFIC GRAVITY, URINE",1204
1920-8,AST,1237194
16934-2,POLYMERASE MUTATIONS,11
1742-6,ALT,1236253
2324-2,GGT,27805
2161-8,CREATININE UR,42945
11011-4,HEPATITIS C RNA-PCR - QUANT,875
26453-1,RBC,152
883-9,ABO GROUPING,110514
770-8,NEUTROS PCT,506844
48643-1,EGFR DUMMY,2
14957-5,MICROALBUMIN URINE,5865
26515-7,PLATELET COUNT,956819
12187-1,CK MB,12097
4544-3,HEMATOCRIT,1660613
23811-3,ADJ MULTIPLE OF MEDIAN,1325
23869-1,HEPATITIS B DNA QUANT,14
14957-5,MICROALBUMIN-RANDOM,4328
32693-4,LACTATE (POINT OF CARE),22826
5770-3,BILIRUBIN,432
883-9,MOTHER'S ABORH,478
1975-2,BILIRUBIN,243
33006-8,"CMV DNA, QN PCR",5798
26524-9,PROMYELOCYTES PCT,6056
43396-1,NON-HDL CHOLESTEROL,167701
5902-2,PROTHROMBIN TIME (POINT OF CARE),6109
5403-1,VARICELLA IGG,1797
72523-4,"GAD65 AB, WB",1
8047-3,VARICELLA-ZOSTER VIRUS IGG AB,15
30352-9,HEMOGLOBIN,2540
2888-6,PROTEIN UR,3273
3016-3,"TSH, ULTRASENSITIVE, HAMA",3
11572-5,RHEUMATOID FACTOR,9591
3016-3,"TSH, UNTREATED",3
24119-0,CMV IGM,23
4621-9,SICKLE CELL SCREEN,160
31147-2,RPR TITER,1155
2777-1,PHOSPHORUS,791603
2164-2,CREAT CLEAR,1484
30522-7,CRP HIGH SENSITIVITY,75107
24113-3,"HEP B CORE AB, IGM",2
2889-4,PROTEIN 24H UR,4287
30180-4,BASOS PCT,12
10834-0,CALC TOTAL GLOBULIN,450416
15179-5,D DIMER (HS),8504
,UF BKR QUEST OVERALL RESULTS,21
34714-6,PROTHROMBIN TIME INR (POC),7457
26485-3,EOSINO PCT AUTO,88
22496-4,RUBELLA IMMUNE STATUS,2661
4625-0,HB S,832
11259-9,"HCV RNA PCR, QUAL., PLASMA",6
711-2,ABSOLUTE EOSINOPHIL,6
3097-3,BUN/CREATININE RATIO,216801
2708-6,O2 CONTENT ART,101261
20447-9,COPIES/ML,2163
29541-0,LOGCOPIES/ML,2388
50561-0,PROTEIN-UA,164292
57735-3,PROTEIN URINE,67315
50561-0,PROTEIN - URINE,1946
5804-0,PROTEIN-UA,508
35663-4,PROTEIN UR,17607
3427-2,CANNABINOID SCRN UR,25900
14316-4,"BENZODIAZEPINES SCREEN, URINE",1820
3879-4,"OPIATE SCREEN, URINE",26465
19268-2,"AMPHETAMINE SCREEN, URINE",25886
3773-9,"METHADONE SCREEN, URINE",26033
3397-7,COCAINE METAB UR,26309
14308-1,AMPHETAMINES (1000 NG/ML SCREEN),1207
3377-9,"BARBITURATE SCREEN, URINE",26296
19550-3,"METHADONE SCREEN, URINE",1902
19642-8,"OXYCODONE SCREEN, URINE",25841
19261-7,"AMPHETAMINE SCREEN, URINE",1577
18282-4,"CANNABINOID SCREEN, URINE",1791
58430-0,"OXYCODONE/OXYMORPHONE, URINE",1851
14316-4,"BENZODIAZEPINE SCREEN, URINE",25895
19429-0,"PROPOXYPHENE SCREEN, URINE",1824
12308-3,HYDROCODONE,290
41858-2,METHADONE METABOLITE,36
3393-6,COCAINE METAB UR,1367
14314-9,"COCAINE (METAB.) SCREEN, URINE",1822
59673-4,"FENTANYL SCREEN, URINE",4945
3393-6,COCAINE METABOLITE,2403
10998-3,OXYCODONE,2468
72613-3,OXAZEPAM,2
9834-3,HYDROMORPHONE,322
19270-8,"BARBITURATES SCREEN, URINE",1820
3414-0,"BUPRENORPHINE, URINE",188
19295-5,"OPIATE SCREEN, URINE",1828
3725-9,LORAZEPAM,471
58430-0,OXYCODONE/OXYMORPH,412
9835-0,HYDROMORPHONE,1104
19328-4,ALPHAHYDROXYALPRAZOLAM,479
3681-4,HYDROCODONE,1104
12361-2,OXAZEPAM UR QT,114
14192-9,TRIAZOLAM UR,105
59705-4,METHADONE,9
16208-1,BUPRENORPHINE,71
19261-7,AMPHETAMINE SCRN UR,248
10998-3,OXYCODONE UR,36
58430-0,OXYCODONE/OXYMORPHONE,3
3426-4,MARIJUANA METABOLITE,2304
3508-9,CODEINE,1065
3936-2,"PHENCYCLIDINE SCREEN, URINE",1794
14312-3,MARIJUANA METABOLITES (50 NG/ML SCREEN),1169
10976-9,6 ACETYLMORPHINE,115
28073-5,AMINOCLONAZEPAM,472
18325-1,OXYMORPHONE,385
42491-1,"THC (MARIJUANA) MTB,IA",107
19643-6,OXYCODONES CONFIRMATION,366
42662-7,BENZODIAZEPINES,55
60677-2,ALPHAHYDROXYTRIAZOLAM,479
19416-7,CANNABINOIDS URINE INTERP,417
12602-9,HYDROXYETHYLFLURAZEPAM,472
40419-4,AMPHETAMINES,141
9351-8,ALPRAZOLAM UR,114
74677-6,6-MONOACETYLMORPHONE-FREE,3
19648-5,OXYMORPHONE,459
16206-5,TEMAZEPAM,108
12382-8,TEMAZEPAM,471
51691-4,"OPIATES, IA",55
19429-0,PROPOXYPHENE-U,66
58362-5,NORBUPRENORPHINE UR,26
3887-7,OXAZEPAM,472
3654-1,FLURAZEPAM GC/MS CONF,105
15372-6,NORDIAZEPAM,472
3376-1,BARBITURATES,64
19710-3,TRAMADOL UR,76
61422-2,NORHYDROCODONE,1076
3390-2,BENZODIAZEPINE GC/MS UR,105
3780-4,METHAMPHETAMINE,193
19586-7,MIDAZOLAM UR QT,114
3348-0,AMPHETAMINES,17
3936-2,PCP SCRN UR,170
18187-5,LORAZEPAM UR QT,114
3390-2,"BENZODIAZEPINE SCREEN, URINE",298
50542-0,EDDP UR,17
18282-4,CANNABINOID SCRN UR,172
74108-2,MEPERIDINE,3
3774-7,METHADONE UR,16
42662-7,"BENZODIAZEPINES, IA",51
11071-8,BUTALBITAL UR,15
3390-2,BENZODIAZEPINE SCRN UR,36
59589-2,ALPHAHYDROXYMIDAZOLAM,523
51690-6,AMPHETAMINES,55
73823-7,"COCAINE/METABOLITE, IA",51
27085-0,MDEA,2
71430-3,OXYCODONE/OXYMORPHONE,14
19289-8,CANNABINOID GC/MS UR,2
3528-7,MARIJUANA,20
40808-8,PHENCYCLIDINE,28
51690-6,"AMPHETAMINES, IA",51
17719-6,TRAMADOL,60
20559-1,TEMAZEPAM,6
19270-8,"BARBITURATE SCREEN, URINE",132
73823-7,"COCAINE/METABOLITE,IA",55
9835-0,HYDROMORPHONE UR,60
48934-4,HYDROXY-THC,14
21556-6,CANNABINOID SCRN UR,36
3746-5,MEPERIDINE-URINE,85
3926-3,PENTOBARBITAL UR,15
19245-0,CLONAZEPAM UR,105
72742-0,NOROXYCODONE,7
29520-4,5-HIAA,8
3377-9,BARBITURATE,10
3861-2,NORDIAZEPAM UR QT,105
61425-5,NOROXYCODONE,551
3377-9,"BARBITURATES SCREEN, URINE",39
51691-4,"OPIATES , IA",51
18282-4,CANNABINOID,4
19261-7,AMPHETAMINE GC/MS UR,147
74645-3,HYDROMORPHONE,3
19643-6,OXYCODONE,19
3780-4,METHAMPHETAMINE UR,25
16249-5,OXYCODONE UR,84
11230-0,AMOBARBITAL UR,16
58428-4,EDDP,4
74131-4,MORPHINE,37
3349-8,AMPHETAMINE,42
19289-8,CANNABINOIDS,185
72633-1,BENZODIAZEPINES,28
40419-4,AMPHETAMINE GC/MS UR,8
3376-1,"BARBITURATES, IA",51
38373-7,BUPRENORPHINE UR,30
72739-6,NORDIAZEPAM,2
12382-8,TEMAZEPAM UR,52
3414-0,BUPRENORPHINE,184
51692-2,"PHENCYCLIDINE, IA",51
3725-9,LORAZEPAM UR,52
40801-3,MARIJUANA,12
38373-7,"BUPRENORPHINE, URINE",5
19346-6,AMPHETAMINE UR,24
72400-5,METHADONE,54
10976-9,HEROIN METABOLITE URINE,36
58379-9,FENTANYL URINE,75
3950-3,PHENOBARBITAL UR,15
19270-8,BARBITURATES,8
14316-4,BENZODIAZEPINES,13
20413-1,CANNABINOID SCRN UR,6
40799-9,AMPHETAMINES,26
48962-5,OXAZEPAM,4
21557-4,MARIJUANA METABOLITES (100 NG/ML SCREEN),16
72627-3,BARBITURATES,28
3887-7,OXAZEPAM UR,52
19695-6,SECOBARBITAL UR,15
19710-3,TRAMADOL,12
74130-6,6-ACETYLMORPHINE,37
8217-2,OPIATES,1
3878-6,OPIATES,17
3414-0,BUPRENORPHINE UR,53
72626-5,METHADONE,28
3831-5,MORPHINE UR,60
18338-4,DESMETHYLTRAMADOL,55
17395-5,OXYMORPHONE UR,85
3830-7,MORPHINE,122
48943-5,CANNABINOID CONFIRMATION,14
72766-9,OXYMORPHONE,7
3508-9,CODEINE URINE,7
40839-3,FENTANYL,11
16249-5,OXYCODONE,380
72759-4,CODEINE,5
40802-1,COCAINE,14
3680-6,HYDROCODONE,20
3681-4,HYDROCODONE UR,60
72631-5,AMOBARBITAL,2
60677-2,ALPHAHYDROXYTRIAZOLAM UR,44
74644-6,HYDROCODONE,3
40806-2,OPIATES,26
49753-7,NORBUPRENORPHINE UR,46
15372-6,NORDIAZEPAM UR,52
3530-3,MARIJUANA METABOLITE UR,23
3393-6,COCAINE (METAB.),38
19346-6,AMPHETAMINE,193
19328-4,ALPHAHYDROXYALPRAZOLAM UR,46
8172-9,"THC (MARIJUANA) MTB,IA",9
47542-6,4OH-BUTYRIC ACID,8
3376-1,"BARBITURATES SCREEN, BLOOD",1
46976-7,"BENZODIAZEPINES, IA",9
73942-5,BUPRENORPHINE,12
19295-5,OPIATE URINE CONF INTERP,5
74675-0,CODEINE,3
51692-2,PHENCYCLIDINE,3
43200-5,NORFENTANYL,11
72617-4,PROPOXYPHENE,17
51691-4,"OPIATES SCREEN, BLOOD",1
3508-9,CODEINE UR,55
3415-7,BUPRENORPHINE UR,47
72629-9,SECOBARBITAL,2
8149-7,"AMPHETAMINES, IA",9
48966-6,TRIAZOLAM,4
14334-7,LITHIUM LVL,1168
43828-3,BENZODIAZEPINES,23
34177-6,OPIATE CONFIRMATION,23
48958-3,MIDAZOLAM,4
59734-4,PROPOXYPHENE,9
9834-3,HYDROMORPHONE UR,3
18338-4,"O-DESMETHYLTRAMADOL, UR",16
3393-6,COCAINE (METABOLITE),10
66129-8,FENTANYL/NORFENTANYL,20
72401-3,PROPOXYPHENE,2
3772-1,METHADONE,13
3389-4,BENZODIAZEPINES,9
17719-6,TRAMADOL UR,9
3935-4,PCP (PHENCYCLIDINE),17
74654-5,MORPHINE,3
16251-1,MORPHINE,2
3395-1,COCAINE,15
46980-9,DESALKYLFLURAZEPAM,4
74110-8,TRAMADOL,12
34177-6,OPIATES CONFIRMATION,14
3390-2,"BENZODIAZEPINES SCREEN, URINE",5
73935-9,TETRAHYDROCANNABINOL,14
48955-9,LORAZEPAM,4
8236-2,"PHENCYCLIDINE, IA",9
9776-6,DEZMETHYLCHLORDIAZEPOXIDE BLOOD,4
72400-5,"METHADONE SCREEN, BLOOD",1
74656-0,DRUG CONFIRMATION OPIATES UR,3
20421-4,"BARBITURATES, IA",9
3869-5,NORMEPERIDINE,4
72750-3,OXYCODONE,7
3747-3,MEPERIDINE,4
74670-1,COCAINE AND METABO,1
48938-5,ALPRAZOLAM,4
17719-6,"TRAMADOL, UR",16
19289-8,"CANNABINOID SCREEN, URINE",6
10338-2,BARBITURATES,10
72630-7,PENTOBARBITAL,2
40801-3,CANNABINOIDS,14
42662-7,"BENZODIAZEPINES SCREEN, BLOOD",1
3394-4,BENZOYLECGONINE UR,21
16201-6,OXAZEPAM,6
3935-4,PHENCYCLIDINE,1
19648-5,OXYMORPHONE UR,7
40802-1,COCAINE AND METABOLITES-BLD,14
3392-8,BENZOYLECGONINE,2
19321-9,"6-ACETYLMORPHINE, URINE",6
3827-3,MORPHINE,1
3779-6,METHAMPHETAMINE,24
72632-3,BUTALBITAL,2
3937-0,PHENCYCLIDINE,10
3393-6,COCAINE AND METABOLITES-BLD,4
9652-9,DESALKYFLURAZEPAM,1
3637-6,FENTANYL URINE,15
48950-0,FLURAZEPAM,4
3948-7,"PHENOBARBITAL, SERUM",46
72744-6,NORHYDROCODONE,7
3507-1,CODEINE URINE,3
48945-0,CHLORDIAZEPOXIDE,4
3349-8,"AMPHETAMINES SCREEN, URINE",1
3746-5,MEPERIDINE,10
51690-6,"AMPHETAMINES SCREEN, BLOOD",1
59595-9,AMINOCLONAZEPAM,4
49747-9,COCAINE (METAB.),9
19289-8,CANNABINOID,2
12308-3,HYDROCODONE UR,3
3683-0,HYDROMORPHONE,6
3830-7,MORPHINE URINE,3
48965-8,TEMAZEPAM,4
19642-8,OXYCODONE SCREEN URINE,1
3530-3,MARIJUANA METABOLITE,280
72752-9,MORPHINE,7
11071-8,BUTALBITAL,68
72407-0,COCAINE AND METABOLITES-BLD,1
8219-8,"OPIATES, IA",9
48948-4,DIAZEPAM,4
3724-2,LORAZEPAM,3
16228-9,NORDIAZEPAM,26
72735-4,METHAMPHETAMINE,1
11024-7,BENZODIAZEPINES,1
72733-9,HYDROMORPHONE,7
3543-6,PROPOXYPHENE,1
19346-6,AMPHETAMINE GC/MS UR,2
72451-8,BARBITURATES CONFIRMATION,2
74678-4,MARIJUANA (THC),2
72628-1,PHENOBARBITAL,2
72756-0,ALPRAZOLAM,2
40481-4,MDMA,2
72402-1,"OXYCODONE SCREEN, BLOOD",1
50561-0,PROTEIN URINE,11
48959-1,DESMETHYLDIAZEPAM BLOOD,4
74811-1,DIHYDROCODEINE,7
66129-8,FENTANYL URINE,3
73936-7,FENTANYL,1
3393-6,"COCAINE (METAB.) SCREEN, URINE",3
72755-2,CLONAZEPAM,2
3393-6,COCAINE METAB QUANT UR,4
3394-4,BENZOYLECGONINE,41
48944-3,CARBOXY THC,10
3312-6,ALPRAZOLAM,2
61046-9,MDA,2
72738-8,TEMAZEPAM,2
3530-3,CANNABINOID SCRN UR,9
11246-6,OXYCODONE UR,7
74679-2,BENZOYLECGONINE,1
74671-9,COCAINE,1
8170-3,CANNABINOIDS,1
3893-5,OXYCODONE,3
72485-6,TAPENTADOL,1
3774-7,METHADONE,22
59640-3,CLONAZEPAM,4
30112-7,AMPHETAMINE,2
51692-2,"PHENCYCLIDINE SCREEN, BLOOD",1
72401-3,"PROPOXYPHENE SCREEN, BLOOD",1
3436-3,MARIJUANA METABOLITE UR,1
72610-9,DIAZEPAM,2
48944-3,CARBOXY-THC,4
3506-3,CODEINE,1
3040-3,LIPASE,130238
20507-0,"BLOOD SEROLOGY, QUALITATIVE",1188
1920-8,AST (POC),76
2965-2,SP GR-U,2166
20454-5,PROTEIN UA,108585
33006-8,CMV DNA  QUANT RT PCR,19240
20454-5,PROTEIN,17297
16933-4,HEPATITIS B CORE TOTAL ANTIBODY,5717
43180-9,HSV-2 IGG SUPPLEMENTAL TEST,183
48159-8,SIGNAL TO CUT OFF,7908
13952-7,HEP B CORE ANTIBODY TOTAL  WITH RFLX TO IGM,88
5195-3,HEPATITIS B SURFACE ANTIGEN,13195
20409-9,RBC UA,79383
20454-5,PROTEIN  POC,7958
16128-1,HEPATITIS C ANTIBODY,26980
20507-0,RPR (DX) W/REFL TITER AND CONFIRMATORY TESTING,2456
20416-4,HCV RNA,453
20447-9,HIV-1 RNA VIRAL LOAD,334
1968-7,BILIRUBIN  DIRECT,4791
42606-4,HSV 2 IGM SCREEN,226
21570-7,INTERPRETATION,22
10900-9,HEPATITIS B SURFACE ANTIBODY QL,248
12187-1,CREATINE KINASE-MB,49
2888-6,URINE PROTEIN/URINE CREAT RATIO,2176
43180-9,HSV2 IGG INHIBITION ELISA,26
3016-3,TSH  3RD GENERATION,20034
1971-1,BILIRUBIN  INDIRECT,4579
33006-8,CMV DNA  QN PCR,302
13952-7,HEPATITIS B CORE AB TOTAL (REFL),57
5292-8,VDRL  SERUM,109
2889-4,PROT 24HR CALCULATED,662
1920-8,AST (SGOT),826184
13955-0,HEPATITIS C VIRUS,8
4537-7,ERYTHROCYTE SEDIMENTATION RATE,16085
6690-2,WHITE BLOOD CELL COUNT,738421
1971-1,INDIRECT BILIRUBIN  CALCULATED,679
1988-5,C-REACTIVE PROTEIN,50933
5390-0,INTERPRETATION,8
10900-9,HEPATITIS B SURFACE ANTIBODY QL (REFL),31
3016-3,TSH  3RD GENERATION W/REFLEX TO FT4,8536
24113-3,HEPATITIS B CORE ANTIBODY (IGM),1150
40678-5,IGM ELISA,8
11259-9,HCV RNA  QUAL.  TMA,2
16934-2,POLYMERASE MUTATIONS:,7
13457-7,CALCULATED LDL,28647
32286-7,HCV GENOTYPE  LIPA,68
,MRSA (BAL),159
94500-6,COVID 19 RT PCR  NASAL SWAB,121327
58413-6,NUCLEATED RED BLOOD CELLS,79701
5770-3,BILIRUBIN UA,10446
26450-7,EOSINOPHILS RELATIVE PERCENT,78755
5799-2,LEUKOCYTE ESTERASE UA,10464
,CITROBACTER,286
94500-6,COVID 19 ACCULA RNA NAAT,31483
94500-6,COVID 19 RT PCR,24518
25428-4,GLUCOSE UA,10874
5794-3,OCCULT BLOOD,419
41499-5,LEGIONELLA ANTIGEN  URINE,343
704-7,BASOPHILS ABSOLUTE COUNT,206
51584-1,IMMATURE GRANULOCYTES ABSOLUTE,76165
